Date,Close/Last,Volume,Open,High,Low
04/23/2021,$3340.88,3196652,$3319.1,$3375,$3308.5
04/22/2021,$3309.04,2580590,$3371.68,$3372.87,$3301.45
04/21/2021,$3362.02,2211166,$3316,$3362.86,$3303.8061
04/20/2021,$3334.69,2623032,$3373.6,$3382.99,$3316
04/19/2021,$3372.01,2725405,$3390.33,$3435.9333,$3360.16
04/16/2021,$3399.44,3186049,$3380,$3406.8,$3355.59
04/15/2021,$3379.09,3233580,$3371,$3396.9999,$3352
04/14/2021,$3333,3145204,$3404.04,$3404.13,$3326
04/13/2021,$3400,3315837,$3400.845,$3432,$3395.63
04/12/2021,$3379.39,3281798,$3355.21,$3395.04,$3351.15
04/09/2021,$3372.2,4341473,$3304.7,$3372.2,$3288.9
04/08/2021,$3299.3,2812090,$3310.9,$3324.5,$3292
04/07/2021,$3279.39,3346227,$3233.8,$3303.6125,$3223.65
04/06/2021,$3223.82,2537809,$3223.75,$3247.31,$3217.04
04/05/2021,$3226.73,3334882,$3173,$3235.955,$3161.24
04/01/2021,$3161,2940318,$3117.94,$3162.44,$3115.55
03/31/2021,$3094.08,3093896,$3064.06,$3119.33,$3062.5
03/30/2021,$3055.29,2337603,$3070.01,$3073,$3034
03/29/2021,$3075.73,2745968,$3055.439,$3091.25,$3028.445
03/26/2021,$3052.03,3312924,$3044.06,$3056.66,$2996
03/25/2021,$3046.26,3563469,$3072.99,$3109.78,$3037.14
03/24/2021,$3087.07,2958981,$3151.04,$3160.31,$3085.15
03/23/2021,$3137.5,3817263,$3127,$3182,$3120.8501
03/22/2021,$3110.87,2902179,$3067.85,$3126.58,$3060.05
03/19/2021,$3074.96,4625354,$3029.23,$3077.285,$3016.63
03/18/2021,$3027.99,3657027,$3101,$3116.63,$3025
03/17/2021,$3135.73,3118584,$3073.22,$3173.05,$3070.22
03/16/2021,$3091.86,2538764,$3104.97,$3128.91,$3075.8601
03/15/2021,$3081.68,2918592,$3074.57,$3082.24,$3032.09
03/12/2021,$3089.49,2421888,$3075,$3098.98,$3045.5
03/11/2021,$3113.59,2776391,$3104.01,$3131.7843,$3082.93
03/10/2021,$3057.64,3012489,$3098.45,$3116.46,$3030.05
03/09/2021,$3062.85,4030032,$3017.99,$3090.96,$3005.1474
03/08/2021,$2951.95,4185008,$3015,$3064.59,$2951.31
03/05/2021,$3000.46,5388551,$3005,$3009,$2881.0001
03/04/2021,$2977.57,5481578,$3012,$3058.13,$2945.43
03/03/2021,$3005,3988725,$3081.18,$3107.775,$2995
03/02/2021,$3094.53,2595762,$3143.47,$3163.52,$3087.1201
03/01/2021,$3146.14,2733963,$3127.89,$3149.56,$3097.99
02/26/2021,$3092.93,4275930,$3095.2,$3122.44,$3036.7
02/25/2021,$3057.16,4533801,$3136.74,$3178.26,$3047.76
02/24/2021,$3159.53,3011275,$3166.75,$3171.23,$3125.38
02/23/2021,$3194.5,4677222,$3127.03,$3204.73,$3093.6
02/22/2021,$3180.74,3515679,$3208.13,$3232.3199,$3172.26
02/19/2021,$3249.9,4305184,$3328.23,$3333.5,$3245.75
02/18/2021,$3328.23,3033607,$3282.42,$3338,$3273.94
02/17/2021,$3308.64,3302099,$3263.6,$3320.91,$3259.4996
02/16/2021,$3268.95,2574721,$3254.05,$3308.3,$3253.591
02/12/2021,$3277.71,2335339,$3250,$3280.25,$3233.31
02/11/2021,$3262.13,2301417,$3292,$3292,$3248.06
02/10/2021,$3286.58,3151550,$3314,$3317.9548,$3254
02/09/2021,$3305,2203526,$3312.49,$3338,$3297.84
02/08/2021,$3322.94,3257391,$3358.5,$3364.9999,$3304
02/05/2021,$3352.15,3620808,$3319,$3377,$3302.71
02/04/2021,$3331,3670661,$3330,$3347,$3277.75
02/03/2021,$3312.53,7088781,$3425.01,$3434,$3308.62
02/02/2021,$3380,7098637,$3380,$3427.74,$3361.125
02/01/2021,$3342.88,4160212,$3242.36,$3350.26,$3235.025
01/29/2021,$3206.2,4293556,$3230,$3236.99,$3184.55
01/28/2021,$3237.62,3149228,$3235.04,$3301.68,$3228.69
01/27/2021,$3232.58,4660158,$3341.49,$3346.52,$3207.08
01/26/2021,$3326.13,2955235,$3296.356,$3338,$3282.87
01/25/2021,$3294,3749758,$3328.5,$3363.89,$3243.1463
01/22/2021,$3292.23,2821914,$3304.31,$3321.91,$3283.1644
01/21/2021,$3306.99,4945051,$3293,$3348.55,$3289.5675
01/20/2021,$3263.38,5309835,$3181.99,$3279.8,$3175
01/19/2021,$3120.76,3305142,$3107,$3145,$3096
01/15/2021,$3104.25,4243995,$3123.02,$3142.545,$3095.17
01/14/2021,$3127.47,3070919,$3167.52,$3177.9999,$3120.59
01/13/2021,$3165.89,3321244,$3128.44,$3189.95,$3122.08
01/12/2021,$3120.83,3514582,$3120,$3142.1418,$3086
01/11/2021,$3114.21,3669095,$3148.01,$3156.3841,$3110
01/08/2021,$3182.7,3537744,$3180,$3190.64,$3142.2
01/07/2021,$3162.16,3514545,$3157,$3208.542,$3155
01/06/2021,$3138.38,4394815,$3146.48,$3197.509,$3131.16
01/05/2021,$3218.51,2655548,$3166.01,$3223.38,$3165.06
01/04/2021,$3186.63,4411449,$3270,$3272,$3144.02
12/31/2020,$3256.93,2957206,$3275,$3282.9219,$3241.2
12/30/2020,$3285.85,3209310,$3341,$3342.1,$3282.47
12/29/2020,$3322,4872933,$3309.94,$3350.65,$3281.223
12/28/2020,$3283.96,5686787,$3194,$3304,$3172.69
12/24/2020,$3172.69,1451917,$3193.9,$3202,$3169
12/23/2020,$3185.27,2093787,$3205,$3210.13,$3184.17
12/22/2020,$3206.52,2381781,$3202.843,$3222,$3180.08
12/21/2020,$3206.18,3836846,$3200.01,$3226.9666,$3166
12/18/2020,$3201.65,5995713,$3243.99,$3249.42,$3171.6
12/17/2020,$3236.08,3474347,$3250,$3263.51,$3221
12/16/2020,$3240.96,4427616,$3176.01,$3247,$3163.68
12/15/2020,$3165.12,3323686,$3181.01,$3188.4999,$3130.49
12/14/2020,$3156.97,4155794,$3143,$3190.47,$3126
12/11/2020,$3116.42,3064695,$3096.66,$3118.67,$3072.82
12/10/2020,$3101.49,3030186,$3088.99,$3142.1,$3076
12/09/2020,$3104.2,4100836,$3167.89,$3174.43,$3088
12/08/2020,$3177.29,3286303,$3158.9,$3184.13,$3120.02
12/07/2020,$3158,2751316,$3156.48,$3180.76,$3141.69
12/04/2020,$3162.58,2913611,$3198.21,$3198.21,$3158.76
12/03/2020,$3186.73,2892039,$3205.46,$3228.64,$3181.31
12/02/2020,$3203.53,3129304,$3221.65,$3232,$3173.2601
12/01/2020,$3220.08,4544382,$3188.5,$3248.95,$3157.18
11/30/2020,$3168.04,4063916,$3208.48,$3228.39,$3125.55
11/27/2020,$3195.34,2392867,$3211.26,$3216.19,$3190.05
11/25/2020,$3185.07,3790403,$3141.87,$3198,$3140.26
11/24/2020,$3118.06,3602102,$3100.5,$3134.25,$3086.258
11/23/2020,$3098.39,4708887,$3116.699,$3139.745,$3065.46
11/20/2020,$3099.4,3380138,$3117.02,$3132.89,$3098.0456
11/19/2020,$3117.02,3010270,$3105.31,$3125,$3080.92
11/18/2020,$3105.46,2916836,$3134,$3140,$3105.1
11/17/2020,$3135.66,3444735,$3183.545,$3189.25,$3135.26
11/16/2020,$3131.06,3808676,$3093.2,$3142.7,$3072.685
11/13/2020,$3128.81,3762587,$3122,$3141.7227,$3085.39
11/12/2020,$3110.28,4371208,$3159.95,$3175.88,$3086.05
11/11/2020,$3137.39,4366923,$3061.78,$3139.145,$3050
11/10/2020,$3035.02,6590956,$3095.02,$3114,$3019.4828
11/09/2020,$3143.74,7190406,$3231.03,$3289,$3112.1057
11/06/2020,$3311.37,4647330,$3304.64,$3322,$3232
11/05/2020,$3322,5789285,$3319.97,$3366.8,$3288.88
11/04/2020,$3241.16,6839041,$3159.99,$3244.85,$3139.73
11/03/2020,$3048.41,4897880,$3018.53,$3074.9,$2980.98
11/02/2020,$3004.48,7257350,$3061.74,$3079.705,$2950.12
10/30/2020,$3036.15,8396081,$3157.75,$3167.004,$3019
10/29/2020,$3211.01,6596529,$3201.27,$3257.25,$3164
10/28/2020,$3162.78,5588330,$3249.3,$3264.02,$3162.47
10/27/2020,$3286.33,4291047,$3224.94,$3291.66,$3211.3
10/26/2020,$3207.04,5901151,$3198.74,$3282.9799,$3153.3
